f,Duration: 20260601 -20260631,,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,x,502800026,,Thẻ nâng cấp lại các mùa (+1~+8) (1000 -40B),  ,- ,1,"100,0000% ",- ,- ,,,,,,,
,,,,,,x,x,502000007,,Phiếu giảm giá thuế các mùa 30%,  , ,1,"100,0000% ", , ,,,,,,,
,,,,,,x,x,202300134,,2000 CP,  , ,1,"100,0000% ",- ,- ,,,,,,,
,,,,,,x,x,11,,TC,,,5000,"100,0000% ",,,,,,,,,
,,,,,,x,x,102600073,,Gói HLV GK đặc biệt (8),,,1,"100,0000% ",,,,,,,,,
,,,,,,x,x,102600120,,Gói HLV đặc biệt cao cấp Tiền đạo (Xử lý bước một) (7),,,1,"100,0000% ",,,,,,,,,
,,,,,,x,x,101800006,,Sổ huấn luyện cao cấp,,,300,"100,0000% ",,,,,,,,,
,,,,,,x,x,100600001,,Thẻ đổi tên,,,1,"100,0000% ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,tay,,3.000.000,,20,60000000,,,,,,,,,,,,,,,,,
,cup,,5.000.000,,20,100000000,,,,,,,,,,,,,,,,,
,Bàn phim,,2.000.000,,100,200000000,,,,,,,,,,,,,,,,,
,ke tay ,,800.000,,100,80000000,,,,,,,,,,,,,,,,,
,Lót chuột ,,100.000,,100,10000000,,,,,,,,,,,,,,,,,
,Hộp,,700.000,,100,500000,,,,,,,,,,,,,,,,,
,Áo,,416.667,,72,30000000,,,,,,,,,,,,,,,,,
,,,,,,480500000,,,,,,,,,,,,,,,,,
